title,new_price,old_price,amount_of_persons,bedroom,duration,surface,country,vacation_parc,timestamp,discount_in_euros,discount_in_percent
Comfort cottage Vernieuwd,€289,€449,3 pers.,2 Slaapkamers,Van di. 13 tot do. 15 jun.,56 m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:45",160,35
Comfort cottage Vernieuwd,€319,€469,4 pers.,2 Slaapkamers,Van di. 13 tot do. 15 jun.,65m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:46",150,31
Premium cottage Vernieuwd,€349,€619,5 pers.,3 Slaapkamers,Van di. 13 tot do. 15 jun.,65m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:47",270,43
Premium cottage Vernieuwd,€349,€529,4 pers.,2 Slaapkamers,Van wo. 14 tot vr. 16 jun.,62m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:48",180,34
Comfort cottage Vernieuwd,€359,€579,6 pers.,4 Slaapkamers,Van wo. 14 tot vr. 16 jun.,65m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:48",220,37
Premium cottage Vernieuwd,€369,€589,6 pers.,4 Slaapkamers,Van ma. 12 tot wo. 14 jun.,68m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:49",220,37
Premium cottage Vernieuwd,€389,€639,6 pers.,3 Slaapkamers,Van di. 13 tot do. 15 jun.,104m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:50",250,39
VIP cottage Vernieuwd,€399,€579,4 pers.,2 Slaapkamers,Van wo. 14 tot vr. 16 jun.,68m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:51",180,31
Premium cottage Vernieuwd,€449,€659,8 pers.,4 Slaapkamers,Van di. 13 tot do. 15 jun.,103m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:51",210,31
VIP cottage Vernieuwd,€499,€839,6 pers.,3 Slaapkamers,Van di. 13 tot do. 15 jun.,103m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:52",340,40
VIP cottage Vernieuwd,€569,€809,6 pers.,3 Slaapkamers,Van ma. 19 tot wo. 21 jun.,103 m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:53",240,29
Pony cottage Vernieuwd,€669,€1039,4 pers.,2 Slaapkamers,Van vr. 7 tot ma. 10 jul.,65 m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:54",370,35
Pony cottage Vernieuwd,€709,€1239,5 pers.,3 Slaapkamers,Van ma. 12 tot vr. 16 jun.,62 m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:55",530,42
VIP cottage Vernieuwd,€709,€909,4 pers.,2 Slaapkamers,Van za. 1 tot ma. 3 jul.,84 m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:55",200,22
Premium Kindercottage Vernieuwd,€839,€1229,4 pers.,2 Slaapkamers,Van ma. 19 tot vr. 23 jun.,65m²,"Nederland, Limburg Nederland, America",Het Meerdal,"01-06-2023, 13:41:56",390,31
Comfort cottage,€269,€469,7 pers.,4 Slaapkamers,Van ma. 12 tot wo. 14 jun.,80 m²,"Nederland, Limburg Nederland, America",Limburgse Peel,"01-06-2023, 13:41:57",200,42
Comfort cottage,€279,€469,8 pers.,4 Slaapkamers,Van di. 13 tot do. 15 jun.,80 m²,"Nederland, Limburg Nederland, America",Limburgse Peel,"01-06-2023, 13:41:58",190,40
