title,new_price,old_price,amount_of_persons,bedroom,duration,surface,country,vacation_parc,timestamp,discount_in_euros,discount_in_percent
Premium cottage Rolstoelvriendelijk Vernieuwd,839,1119,4 pers.,2 Slaapkamers,Van vr. 26 tot ma. 29 mei.,73 m²,"Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:42",280,25
Premium cottage Vernieuwd,839,1119,4 pers.,2 Slaapkamers,Van vr. 26 tot ma. 29 mei.,73m²,"Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:43",280,25
Premium cottage Vernieuwd,929,1269,5 pers.,3 Slaapkamers,Van vr. 26 tot ma. 29 mei.,75m²,"Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:43",340,26
Premium cottage Vernieuwd,1159,1339,6 pers.,3 Slaapkamers,Van vr. 26 tot ma. 29 mei.,"83,5m²","Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:43",180,13
Comfort cottage Vernieuwd,749,989,4 pers.,2 Slaapkamers,Van vr. 26 tot ma. 29 mei.,67 m²,"Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:44",240,24
Comfort cottage Vernieuwd,899,1079,5 pers.,3 Slaapkamers,Van vr. 26 tot ma. 29 mei.,73m²,"Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:44",180,16
VIP cottage Vernieuwd,909,1479,4 pers.,2 Slaapkamers,Van vr. 26 tot ma. 29 mei.,75m²,"Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:44",570,38
Comfort cottage Vernieuwd,969,1109,6 pers.,3 Slaapkamers,Van vr. 26 tot ma. 29 mei.,"83,5m²","Nederland, Flevoland, Zeewolde",De Eemhof,"25-05-2023, 15:40:45",140,12
