title,new_price,old_price,amount_of_persons,bedroom,duration,surface,country,vacation_parc,timestamp,discount_in_euros,discount_in_percent
VIP cottage,€869,€1549,4 pers.,2 Slaapkamers,Van vr. 26 tot ma. 29 mei.,77 m²,"België, Limburg, Dilsen-Stokkem",Terhills Resort,"25-05-2023, 12:28:14",680,43
VIP cottage,€969,€2009,6 pers.,3 Slaapkamers,Van vr. 26 tot ma. 29 mei.,98 m²,"België, Limburg, Dilsen-Stokkem",Terhills Resort,"25-05-2023, 12:28:15",1040,51
